phrase,is_ingredient
cut cod fillets into bite sized pieces.,0
"melt margarine in large saucepan cook  onion and celery until onion is tender and translucent. add potatoes, carrots,  water, salt and pepper.",0
cover and simmer 10 to 15 minutes until vegetables are  tender.,0
add fish and cook 10 minutes longer.,0
add milk.,0
"reheat, but do not boil.",0
serves 4.,0
"serve hot, with freshly baked home made bread or rolls and butter.",0
"







                            
                                submit a correction
                            
                        





",0
1  whole chicken,1
4  cups  low sodium chicken broth,1
3  slices  ginger (quarter-sized slices),1
1  tablespoon  soy sauce,1
"2  scallions, chopped",1
2  cups  whiskey,1
  sesame oil,1
drunken chicken,0
"put chicken in a medium-size pot, large enough to hold it and have  it submerged in the cooking liquids.",0
"add chicken broth, ginger, soy  sauce, scallions and whiskey and bring it to a simmer.",0
"simmer, covered  for 45 minutes.",0
then turn off the heat and leave the lid on the pot--do  not remove cover.,0
allow chicken to sit for another 30 minutes or so.,0
"then remove chicken, rub lightly with sesame oil and serve.",0
"







                            
                                submit a correction
                            
                        





",0
2  cups  water,1
1  chicken breast,1
"2  slices  ginger, 1/8 inch thick",1
1  scallion,1
1  tablespoon  salt,1
1⁄2 cup  sherry wine,1
 cilantro (for garnish),1
drunken chicken ii,0
"bring water to boil, then add chicken breast, ginger, scallion and salt.  boil 15 minutes.",0
remove to bowl.,0
debone chicken while warm.,0
remove ginger and scallion and discard.,0
place chicken and its stock in container.,0
add sherry.,0
cover and refrigerate 1-5 days.,0
"when ready to serve, cut chicken into 1-inch pieces.",0
arrange on platter.,0
pour jellied liquid over chicken and decorate with cilantro.,0
serve cold.,0
"







                            
                                submit a correction
                            
                        





",0
"6 -8  chicken wings, disjointed",1
 curry powder,1
  garlic salt,1
 seasoning salt,1
 black pepper,1
2  medium  red skin white potatoes,1
"1  medium  onion, diced",1
"1⁄2 medium  green pepper, diced",1
1  tablespoon  oil,1
curry chicken,0
"season wings to taste, using curry powder generously.",0
cut potatoes into bite size cubes.,0
"saute chicken wings, onion, green pepper and potatoes in oil until brown.",0
add 1/2 to 3/4 cup water.,0
simmer until juices thicken and chicken is tender.,0
"







                            
                                submit a correction
                            
                        





",0
"2  lbs  chicken, cut into pieces",1
 salt,1
2  tablespoons  curry powder,1
"1  large  onion, cut in fine half rings",1
1⁄2 teaspoon  rosemary,1
"1  teaspoon  garlic, finely chopped",1
  hot pepper (optional),1
1⁄2 teaspoon  thyme,1
3  tablespoons  vegetable oil,1
1⁄4 cup  water,1
curried chicken,0
"season chicken with salt, curry powder, onions, rosemary, garlic, pepper and thyme.",0
"marinate for 2 hours, or in refrigerator overnight.",0
"in a heavy skillet,  brown the chicken pieces lightly in oil for approximately 20 minutes.",0
check constantly to make sure nothing sticks.,0
add water and simmer for another 20  minutes until tender.,0
serve over white rice. (serves 4).,0
"







                            
                                submit a correction
                            
                        





",0
1  large  acorn squash,1
2  tablespoons  butter,1
"2  tablespoons  onions, chopped",1
"1⁄2 cup  broccoli floret, chopped",1
"1⁄4 cup  mushroom, chopped",1
"2  tablespoons  celery, chopped",1
"2  tablespoons  walnuts, chopped",1
1⁄2 teaspoon  brown sugar,1
1⁄2 teaspoon  soy sauce,1
"1  tablespoon  fresh basil, chopped",1
"1⁄4 cup  muenster cheese, grated",1
stuffed acorn squash,0
heat oven to 400°f.,0
cut squash in half and remove the seeds.,0
rub the cut flesh  with salt and place flesh side down in a baking dish and bake for about 35  minutes.,0
"while the squash is baking, sauté onion in butter until clear and add  chopped broccoli florets, mushrooms and celery.",0
sauté about 4 minutes.,0
"stir in  walnuts and fresh basil, then sprinkle with brown sugar and soy sauce, adjust  seasoning to taste. toss to mix well.",0
check baking squash with a fork to see if  it glides through the flesh.,0
"stuff with vegetable mixture, top with equal  amounts of grated cheese and return to oven for about 5 minutes.",0
"notes : baked acorn squash halves stuffed with sautéed broccoli, cheese and  walnuts.",0
"







                            
                                submit a correction
                            
                        





",0
1⁄3 cup  dry breadcrumbs,1
"1⁄4 cup  fresh parsley, finely chopped",1
1⁄2 teaspoon  salt,1
1⁄4 teaspoon  dried oregano,1
1⁄4 teaspoon  dried thyme,1
1⁄4 teaspoon  pepper,1
"4  cups  acorn squash, cubed and peeled (1 pound)",1
"2  cups  butternut squash, cubed and peeled (1/2 pound)",1
"2  cups  parsnips, peeled, chopped",1
1  tablespoon  olive oil,1
 olive oil-flavored vegetable cooking spray,1
"1⁄2 cup  reduced-fat sharp cheddar cheese, shredded (2 ounces)",1
 oregano sprig (optional),1
"acorn, butternut squash and parsnips gratin",0
"combine breadcrumbs, parsley, salt, oregano, thyme and pepper  in a large bowl; stir well.",0
"add acorn squash, butternut squash, parsnips, and olive oil, tossing to coat.",0
spoon squash mixture into a 2 quart casserole coated with cooking spray.,0
cover and bake at 325 degrees fahrenheit for 1-1/2  hours.,0
sprinkle with cheese.,0
"bake, uncovered, an additional 15 minutes.",0
"garnish with oregano, if desired.",0
"notes : use any combination of winter squash to equal 6 cups, if desired.",0
"







                            
                                submit a correction
                            
                        





",0
marinade3  tablespoons  olive oil,1
1  teaspoon  lemon pepper,1
"1  teaspoon  garlic, crushed",1
1⁄2 teaspoon  italian seasoning,1
1  lb  skinless chicken breast half,1
dressing8  ounces  sour cream,1
2  tablespoons  milk,1
"3  tablespoons  parmesan cheese, grated",1
1⁄2 teaspoon  italian seasoning,1
1⁄2 teaspoon  pepper,1
"1⁄2 teaspoon  garlic, crushed",1
 flour tortilla,1
" romaine lettuce, chopped",1
chicken caesar wraps,0
"in a large self-closing plastic bag combine olive oil, lemon pepper, garlic, and italian seasoning.",0
add chicken to bag and seal tightly.,0
turn bag gently to distribute marinade. refrigerate 15  minutes.,0
preheat grill to medium heat.,0
remove the chicken from the marinade and arrange on the grill rack.,0
"grill 10 to 14 minutes, turning occasionally.",0
remove chicken and cut into strips.,0
"in a small bowl combine sour cream, milk, parmesan cheese, italian seasoning, pepper and garlic for the dressing.",0
place romaine lettuce and sliced chicken in a warmed tortilla.,0
top with dressing.,0
fold tortilla.,0
notes : i slice chicken and then place in marinade. i also cook on the stovetop.,0
"







                            
                                submit a correction
                            
                        





",0
"3  cups  low sodium chicken broth, divided",1
"1 1⁄2 cups  onions, chopped",1
"1⁄2 teaspoon  red pepper, crushed (1/2 to 1)",1
"3  cups  acorn squash, cubed, peeled (1-1/4 pounds)",1
1⁄2 teaspoon  salt,1
3  cups  water,1
"1⁄2 cup  long-grain rice, uncooked",1
1⁄4 cup  chunky peanut butter,1
" fresh parsley, chopped (optional)",1
spicy acorn squash soup,0
place 1/4 cup chicken broth in a large saucepan; bring to a boil.,0
add onion and  crushed red pepper; cook 5 minutes or until tender.,0
"add remaining 2-3/4 cups  broth, squash, salt, and water; bring to a boil.",0
"cover, reduce heat, and simmer  for 20 minutes.",0
add rice; cover and simmer 20 minutes or until squash and rice  are tender.,0
place peanut butter and half of soup in a blender; cover and process until  smooth.,0
pour puree into a bowl.,0
"repeat with remaining soup, and add to bowl,  stirring well.",0
"







                            
                                submit a correction
                            
                        





",0
1  lb  great northern bean,1
5 (3  ounce) cans fat-free chicken broth,1
"2  onions, chopped",1
"2  garlic cloves, minced",1
"1 1⁄2 lbs  boneless skinless chicken breasts, cubed",1
"2  teaspoons  cumin, ground",1
1  teaspoon  oregano,1
1⁄2 teaspoon  cayenne pepper,1
  salt and pepper,1
1  tablespoon  lemon juice,1
"1 (7  ounce) can green chilies, chopped",1
"3  cups  monterey jack cheese, shredded",1
ken's white chili,0
soak beans overnight.,0
"combine beans, chicken broth, onions and garlic in large pot.",0
"cook (boil, then simmer) for 1 to 2 hours until beans are done. (do not stir  too much or the beans will fall apart).",0
"when beans are done, add chicken, cumin, oregano, cayenne pepper, salt and pepper, lemon juice, and chilies.",0
simmer for approximately 1 hour.,0
add grated cheese last. simmer until cheese is melted; stir or cheese will sink to the bottom  and scorch.,0
notes.,0
"cooking times are approximate. basically cook until the beans are  done and spices have ""soaked in"" then cook until cheese melts.",0
sometimes not all of the chicken broth is necessary.,0
"you don't want it too soupy, so i  usually add about 4 cans of chicken broth and add the last can as needed.",0
this will make a large pot.,0
serve with a salad and garlic bread and enjoy!,0
"







                            
                                submit a correction
                            
                        





",0
"1 1⁄2 lbs  boneless skinless chicken breast halves, cut up",1
"3 (15  ounce) cans great northern beans, drained",1
2  cups  fat-free chicken broth,1
"2  teaspoons  cumin, ground",1
8  ounces  salsa,1
"8  ounces  monterey jack cheese, shredded",1
white chili,0
brown chicken breast pieces in a little oil or pam.,0
"add beans, salsa, cumin  and a little chicken broth and simmer for 30 minutes.",0
add cheese and simmer  until completely melted.,0
add chicken broth as needed to thicken to desired  consistency.,0
"







                            
                                submit a correction
                            
                        





",0
"3  cups  fresh peaches, sliced, peeled, (or canned peaches or 8 apples)",1
1⁄2 teaspoon  cinnamon,1
