word,sentence,position,label
1,2316,0,0
large,2316,1,0
acorn,2316,2,0
squash,2316,3,0
2,2317,0,0
tablespoons,2317,1,0
butter,2317,2,0
2,2318,0,0
tablespoons,2318,1,0
onions ,2318,2,0
chopped,2318,3,0
1,2319,0,0
cup,2319,1,0
broccoli,2319,2,0
floret ,2319,3,0
chopped,2319,4,0
1,2320,0,0
cup,2320,1,0
mushroom ,2320,2,0
chopped,2320,3,0
2,2321,0,0
tablespoons,2321,1,0
celery ,2321,2,0
chopped,2321,3,0
2,2322,0,0
tablespoons,2322,1,0
walnuts ,2322,2,0
chopped,2322,3,0
1,2323,0,0
teaspoon,2323,1,0
brown,2323,2,0
sugar,2323,3,0
1,2324,0,0
teaspoon,2324,1,0
soy,2324,2,0
sauce,2324,3,0
1,2325,0,0
tablespoon,2325,1,0
fresh,2325,2,0
basil ,2325,3,0
chopped,2325,4,0
1,2326,0,0
cup,2326,1,0
muenster,2326,2,0
cheese ,2326,3,0
grated,2326,4,0
1,2338,0,0
cup,2338,1,0
dry,2338,2,0
breadcrumbs,2338,3,0
1,2339,0,0
cup,2339,1,0
fresh,2339,2,0
parsley ,2339,3,0
finely,2339,4,0
chopped,2339,5,0
1,2340,0,0
teaspoon,2340,1,0
salt,2340,2,0
1,2341,0,0
teaspoon,2341,1,0
dried,2341,2,0
oregano,2341,3,0
1,2342,0,0
teaspoon,2342,1,0
dried,2342,2,0
thyme,2342,3,0
1,2343,0,0
teaspoon,2343,1,0
pepper,2343,2,0
4,2344,0,0
cups,2344,1,0
acorn,2344,2,0
squash ,2344,3,0
cubed,2344,4,0
and,2344,5,0
peeled,2344,6,0
1,2344,7,0
pound ,2344,8,0
2,2345,0,0
cups,2345,1,0
butternut,2345,2,0
squash ,2345,3,0
cubed,2345,4,0
and,2345,5,0
peeled,2345,6,0
 1/2,2345,7,0
pound ,2345,8,0
2,2346,0,0
cups,2346,1,0
parsnips ,2346,2,0
peeled ,2346,3,0
chopped,2346,4,0
1,2347,0,0
tablespoon,2347,1,0
olive,2347,2,0
oil,2347,3,0
olive,2348,0,0
oil-flavored,2348,1,0
vegetable,2348,2,0
cooking,2348,3,0
spray,2348,4,0
1,2349,0,0
cup,2349,1,0
reduced-fat,2349,2,0
sharp,2349,3,0
cheddar,2349,4,0
cheese ,2349,5,0
shredded,2349,6,0
2,2349,7,0
ounces ,2349,8,0
oregano,2350,0,0
sprig,2350,1,0
 optional ,2350,2,0
marinade3,2361,0,0
tablespoons,2361,1,0
olive,2361,2,0
oil,2361,3,0
1,2362,0,0
teaspoon,2362,1,0
lemon,2362,2,0
pepper,2362,3,0
1,2363,0,0
teaspoon,2363,1,0
garlic ,2363,2,0
crushed,2363,3,0
1,2364,0,0
teaspoon,2364,1,0
italian,2364,2,0
seasoning,2364,3,0
1,2365,0,0
lb,2365,1,0
skinless,2365,2,0
chicken,2365,3,0
breast,2365,4,0
half,2365,5,0
dressing8,2366,0,0
ounces,2366,1,0
sour,2366,2,0
cream,2366,3,0
2,2367,0,0
tablespoons,2367,1,0
milk,2367,2,0
3,2368,0,0
tablespoons,2368,1,0
parmesan,2368,2,0
cheese ,2368,3,0
grated,2368,4,0
1,2369,0,0
teaspoon,2369,1,0
italian,2369,2,0
seasoning,2369,3,0
1,2370,0,0
teaspoon,2370,1,0
pepper,2370,2,0
1,2371,0,0
teaspoon,2371,1,0
garlic ,2371,2,0
crushed,2371,3,0
flour,2372,0,0
tortilla,2372,1,0
romaine,2373,0,0
lettuce ,2373,1,0
chopped,2373,2,0
3,2388,0,0
cups,2388,1,0
low,2388,2,0
sodium,2388,3,0
chicken,2388,4,0
broth ,2388,5,0
divided,2388,6,0
1,2389,0,0
1,2389,1,0
cups,2389,2,0
onions ,2389,3,0
chopped,2389,4,0
1,2390,0,0
teaspoon,2390,1,0
red,2390,2,0
pepper ,2390,3,0
crushed,2390,4,0
 1/2,2390,5,0
to,2390,6,0
1,2390,7,0
3,2391,0,0
cups,2391,1,0
acorn,2391,2,0
squash ,2391,3,0
cubed ,2391,4,0
peeled,2391,5,0
 1-1/4,2391,6,0
pounds ,2391,7,0
1,2392,0,0
teaspoon,2392,1,0
salt,2392,2,0
3,2393,0,0
cups,2393,1,0
water,2393,2,0
1,2394,0,0
cup,2394,1,0
long-grain,2394,2,0
rice ,2394,3,0
uncooked,2394,4,0
1,2395,0,0
cup,2395,1,0
chunky,2395,2,0
peanut,2395,3,0
butter,2395,4,0
fresh,2396,0,0
parsley ,2396,1,0
chopped,2396,2,0
 optional ,2396,3,0
1,2407,0,0
lb,2407,1,0
great,2407,2,0
northern,2407,3,0
bean,2407,4,0
5,2408,0,0
3,2408,1,0
ounce ,2408,2,0
cans,2408,3,0
fat-free,2408,4,0
chicken,2408,5,0
broth,2408,6,0
2,2409,0,0
onions ,2409,1,0
chopped,2409,2,0
2,2410,0,0
garlic,2410,1,0
cloves ,2410,2,0
minced,2410,3,0
1,2411,0,0
1,2411,1,0
lbs,2411,2,0
boneless,2411,3,0
skinless,2411,4,0
chicken,2411,5,0
breasts ,2411,6,0
cubed,2411,7,0
2,2412,0,0
teaspoons,2412,1,0
cumin ,2412,2,0
ground,2412,3,0
1,2413,0,0
teaspoon,2413,1,0
oregano,2413,2,0
1,2414,0,0
teaspoon,2414,1,0
cayenne,2414,2,0
pepper,2414,3,0
salt,2415,0,0
and,2415,1,0
pepper,2415,2,0
1,2416,0,0
tablespoon,2416,1,0
lemon,2416,2,0
juice,2416,3,0
1,2417,0,0
7,2417,1,0
ounce ,2417,2,0
can,2417,3,0
green,2417,4,0
chilies ,2417,5,0
chopped,2417,6,0
3,2418,0,0
cups,2418,1,0
monterey,2418,2,0
jack,2418,3,0
cheese ,2418,4,0
shredded,2418,5,0
1,2433,0,0
1,2433,1,0
lbs,2433,2,0
boneless,2433,3,0
skinless,2433,4,0
chicken,2433,5,0
breast,2433,6,0
halves ,2433,7,0
cut,2433,8,0
up,2433,9,0
3,2434,0,0
15,2434,1,0
ounce ,2434,2,0
cans,2434,3,0
great,2434,4,0
northern,2434,5,0
beans ,2434,6,0
drained,2434,7,0
2,2435,0,0
cups,2435,1,0
fat-free,2435,2,0
chicken,2435,3,0
broth,2435,4,0
2,2436,0,0
teaspoons,2436,1,0
cumin ,2436,2,0
ground,2436,3,0
8,2437,0,0
ounces,2437,1,0
salsa,2437,2,0
8,2438,0,0
ounces,2438,1,0
monterey,2438,2,0
jack,2438,3,0
cheese ,2438,4,0
shredded,2438,5,0
3,2445,0,0
cups,2445,1,0
fresh,2445,2,0
peaches ,2445,3,0
sliced ,2445,4,0
peeled ,2445,5,0
 or,2445,6,0
canned,2445,7,0
peaches,2445,8,0
or,2445,9,0
8,2445,10,0
apples ,2445,11,0
1,2446,0,0
teaspoon,2446,1,0
cinnamon,2446,2,0
1,2447,0,0
cup,2447,1,0
fresh,2447,2,0
blueberries,2447,3,0
or,2447,4,0
1,2447,5,0
cup,2447,6,0
frozen,2447,7,0
blueberries,2447,8,0
 if,2447,9,0
using,2447,10,0
peaches ,2447,11,0
1,2448,0,0
cup,2448,1,0
all-purpose,2448,2,0
flour,2448,3,0
3,2449,0,0
cup,2449,1,0
rolled,2449,2,0
oats,2449,3,0
1,2450,0,0
cup,2450,1,0
brown,2450,2,0
sugar,2450,3,0
1,2451,0,0
cup,2451,1,0
butter ,2451,2,0
melted,2451,3,0
2,2462,0,0
1,2462,1,0
lb ,2462,2,0
packages,2462,3,0
frozen,2462,4,0
white,2462,5,0
bread,2462,6,0
dough ,2462,7,0
thawed,2462,8,0
3,2463,0,0
tablespoons,2463,1,0
olive,2463,2,0
oil,2463,3,0
2,2464,0,0
garlic,2464,1,0
cloves ,2464,2,0
minced,2464,3,0
or,2464,4,0
2,2464,5,0
garlic,2464,6,0
cloves ,2464,7,0
pressed,2464,8,0
1,2465,0,0
teaspoon,2465,1,0
dry,2465,2,0
basil,2465,3,0
leaves,2465,4,0
1,2466,0,0
teaspoon,2466,1,0
dry,2466,2,0
oregano,2466,3,0
leaves,2466,4,0
1,2467,0,0
teaspoon,2467,1,0
dry,2467,2,0
thyme,2467,3,0
leaves,2467,4,0
1,2468,0,0
lb,2468,1,0
dry,2468,2,0
salami ,2468,3,0
thinly,2468,4,0
sliced,2468,5,0
1,2469,0,0
lb,2469,1,0
ham ,2469,2,0
cooked ,2469,3,0
thinly,2469,4,0
sliced,2469,5,0
1,2470,0,0
lb,2470,1,0
dry,2470,2,0
coppa ,2470,3,0
thinly,2470,4,0
sliced,2470,5,0
 optional ,2470,6,0
1,2471,0,0
lb,2471,1,0
fontina,2471,2,0
or,2471,3,0
1,2471,4,0
lb,2471,5,0
monterey,2471,6,0
jack,2471,7,0
cheese ,2471,8,0
thinly,2471,9,0
sliced,2471,10,0
1,2472,0,0
7,2472,1,0
4-Jan,2472,2,0
ounce ,2472,3,0
jar,2472,4,0
roasted,2472,5,0
red,2472,6,0
peppers ,2472,7,0
drained,2472,8,0
1,2473,0,0
onion ,2473,1,0
grilled,2473,2,0
balsamic,2474,0,0
vinegar,2474,1,0
olive,2475,0,0
oil,2475,1,0
1,2489,0,0
cup,2489,1,0
butter ,2489,2,0
softened,2489,3,0
1,2490,0,0
cup,2490,1,0
brown,2490,2,0
sugar ,2490,3,0
packed,2490,4,0
2,2491,0,0
1,2491,1,0
cups,2491,2,0
flour,2491,3,0
1,2504,0,0
tablespoon,2504,1,0
fresh,2504,2,0
lemongrass ,2504,3,0
minced,2504,4,0
 from,2504,5,0
bottom,2504,6,0
6,2504,7,0
inches,2504,8,0
of,2504,9,0
stalk ,2504,10,0
3,2505,0,0
tablespoons,2505,1,0
fresh,2505,2,0
lime,2505,3,0
juice ,2505,4,0
divided,2505,5,0
2,2506,0,0
tablespoons,2506,1,0
dark,2506,2,0
brown,2506,3,0
sugar ,2506,4,0
divided,2506,5,0
1,2507,0,0
tablespoon,2507,1,0
soy,2507,2,0
sauce,2507,3,0
2,2508,0,0
garlic,2508,1,0
cloves ,2508,2,0
minced,2508,3,0
1,2509,0,0
cup,2509,1,0
fresh,2509,2,0
lemongrass,2509,3,0
3,2510,0,0
lb,2510,1,0
pork,2510,2,0
tenderloin,2510,3,0
 see,2510,4,0
note ,2510,5,0
1,2511,0,0
cup,2511,1,0
chicken,2511,2,0
broth,2511,3,0
 or,2511,4,0
more ,2511,5,0
1,2512,0,0
cup,2512,1,0
creamy,2512,2,0
peanut,2512,3,0
butter,2512,4,0
1,2513,0,0
cup,2513,1,0
onion ,2513,2,0
chopped,2513,3,0
1,2514,0,0
tablespoon,2514,1,0
coriander,2514,2,0
seed,2514,3,0
1,2515,0,0
jalapeno,2515,1,0
chile ,2515,2,0
minced,2515,3,0
12,2516,0,0
bamboo,2516,1,0
skewers ,2516,2,0
soaked,2516,3,0
in,2516,4,0
water,2516,5,0
30,2516,6,0
minutes,2516,7,0
8,2516,8,0
inch ,2516,9,0
green,2517,0,0
onion,2517,1,0
top ,2517,2,0
minced,2517,3,0
2,2536,0,0
1,2536,1,0
cups,2536,2,0
flour,2536,3,0
1,2537,0,0
cup,2537,1,0
cornstarch,2537,2,0
1,2538,0,0
1,2538,1,0
cups,2538,2,0
butter,2538,3,0
or,2538,4,0
1,2538,5,0
1,2538,6,0
cups,2538,7,0
margarine ,2538,8,0
room,2538,9,0
temperature,2538,10,0
1,2539,0,0
cup,2539,1,0
confectioners',2539,2,0
sugar,2539,3,0
2,2540,0,0
teaspoons,2540,1,0
vanilla,2540,2,0
1,2541,0,0
cup,2541,1,0
unsweetened,2541,2,0
cocoa,2541,3,0
powder,2541,4,0
1,2542,0,0
egg,2542,1,0
white,2542,2,0
1,2571,0,0
medium,2571,1,0
onion ,2571,2,0
chopped,2571,3,0
2,2572,0,0
tablespoons,2572,1,0
parsley ,2572,2,0
minced,2572,3,0
1,2573,0,0
cup,2573,1,0
chicken,2573,2,0
stock ,2573,3,0
defatted,2573,4,0
1,2574,0,0
10,2574,1,0
ounce ,2574,2,0
package,2574,3,0
frozen,2574,4,0
spinach ,2574,5,0
chopped,2574,6,0
1,2575,0,0
cup,2575,1,0
plain,2575,2,0
breadcrumbs,2575,3,0
1,2576,0,0
egg,2576,1,0
white ,2576,2,0
beaten,2576,3,0
1,2577,0,0
tablespoon,2577,1,0
fat,2577,2,0
free,2577,3,0
parmesan ,2577,4,0
grated,2577,5,0
1,2578,0,0
teaspoon,2578,1,0
nutmeg ,2578,2,0
grated,2578,3,0
1,2579,0,0
teaspoon,2579,1,0
black,2579,2,0
pepper,2579,3,0
4,2580,0,0
sheets,2580,1,0
phyllo,2580,2,0
dough,2580,3,0
2,2581,0,0
tablespoons,2581,1,0
skim,2581,2,0
milk,2581,3,0
1,2596,0,0
cup,2596,1,0
onion ,2596,2,0
finely,2596,3,0
chopped,2596,4,0
2,2597,0,0
tablespoons,2597,1,0
fresh,2597,2,0
cilantro,2597,3,0
stems ,2597,4,0
minced,2597,5,0
2,2598,0,0
tablespoons,2598,1,0
fresh,2598,2,0
lemongrass ,2598,3,0
minced,2598,4,0
 from,2598,5,0
bottom,2598,6,0
6,2598,7,0
inches,2598,8,0
of,2598,9,0
stalk ,2598,10,0
1,2599,0,0
tablespoon,2599,1,0
turmeric,2599,2,0
1,2600,0,0
tablespoon,2600,1,0
fresh,2600,2,0
ginger ,2600,3,0
minced,2600,4,0
1,2601,0,0
tablespoon,2601,1,0
cumin ,2601,2,0
ground,2601,3,0
3,2602,0,0
garlic,2602,1,0
cloves ,2602,2,0
halved,2602,3,0
3,2603,0,0
teaspoon,2603,1,0
dried,2603,2,0
red,2603,3,0
pepper ,2603,4,0
crushed,2603,5,0
1,2604,0,0
tablespoon,2604,1,0
vegetable,2604,2,0
oil,2604,3,0
3,2605,0,0
lb,2605,1,0
sea,2605,2,0
bass,2605,3,0
fillet ,2605,4,0
cut,2605,5,0
into,2605,6,0
3,2605,7,0
inch,2605,8,0
pieces,2605,9,0
1,2605,10,0
2-Jan,2605,11,0
inch ,2605,12,0
1,2606,0,0
cup,2606,1,0
canned,2606,2,0
unsweetened,2606,3,0
coconut,2606,4,0
milk,2606,5,0
2,2607,0,0
cup,2607,1,0
bottled,2607,2,0
clam,2607,3,0
juice,2607,4,0
fresh,2608,0,0
cilantro ,2608,1,0
minced,2608,2,0
rice ,2609,0,0
freshly,2609,1,0
cooked,2609,2,0
1,2624,0,0
cup,2624,1,0
onion ,2624,2,0
chopped,2624,3,0
1,2625,0,0
cup,2625,1,0
chicken,2625,2,0
broth ,2625,3,0
defatted,2625,4,0
2,2626,0,0
tablespoons,2626,1,0
all-purpose,2626,2,0
flour,2626,3,0
1,2627,0,0
cup,2627,1,0
skim,2627,2,0
milk,2627,3,0
8,2628,0,0
ounces,2628,1,0
low-fat,2628,2,0
cheddar,2628,3,0
cheese ,2628,4,0
grated,2628,5,0
10,2629,0,0
ounces,2629,1,0
fresh,2629,2,0
spinach,2629,3,0
or,2629,4,0
10,2629,5,0
ounces,2629,6,0
frozen,2629,7,0
spinach ,2629,8,0
cooked ,2629,9,0
drained,2629,10,0
and,2629,11,0
chopped,2629,12,0
7,2630,0,0
egg,2630,1,0
whites,2630,2,0
3,2631,0,0
sheets,2631,1,0
phyllo,2631,2,0
pastry,2631,3,0
2,2632,0,0
tablespoons,2632,1,0
olive,2632,2,0
oil,2632,3,0
1,2646,0,0
serrano,2646,1,0
chili ,2646,2,0
minced,2646,3,0
with,2646,4,0
seeds,2646,5,0
1,2647,0,0
mango ,2647,1,0
diced,2647,2,0
2,2648,0,0
tablespoons,2648,1,0
tamarind,2648,2,0
pulp,2648,3,0
1,2649,0,0
slice,2649,1,0
white,2649,2,0
onion ,2649,3,0
pan-roasted,2649,4,0
until,2649,5,0
brown,2649,6,0
and,2649,7,0
soft,2649,8,0
then,2649,9,0
diced,2649,10,0
1,2650,0,0
clove,2650,1,0
garlic ,2650,2,0
pan-roasted,2650,3,0
until,2650,4,0
brown,2650,5,0
and,2650,6,0
soft,2650,7,0
then,2650,8,0
peeled,2650,9,0
and,2650,10,0
minced,2650,11,0
1,2651,0,0
tablespoon,2651,1,0
fresh,2651,2,0
cilantro ,2651,3,0
minced,2651,4,0
1,2652,0,0
cup,2652,1,0
raw,2652,2,0
red,2652,3,0
bell,2652,4,0
pepper ,2652,5,0
diced,2652,6,0
2,2657,0,0
slices,2657,1,0
fresh,2657,2,0
pineapple,2657,3,0
 3/4,2657,4,0
inch ,2657,5,0
2,2658,0,0
anaheim,2658,1,0
chilies,2658,2,0
1,2659,0,0
jalapeno,2659,1,0
chile,2659,2,0
2,2660,0,0
slices,2660,1,0
white,2660,2,0
onions,2660,3,0
 1/2,2660,4,0
inch ,2660,5,0
1,2661,0,0
teaspoon,2661,1,0
olive,2661,2,0
oil,2661,3,0
2,2668,0,0
-3,2668,1,0
lbs,2668,2,0
yellow,2668,3,0
squash,2668,4,0
2,2669,0,0
tablespoons,2669,1,0
butter,2669,2,0
2,2670,0,0
tablespoons,2670,1,0
onions ,2670,2,0
diced,2670,3,0
1,2671,0,0
teaspoon,2671,1,0
salt,2671,2,0
1,2672,0,0
cup,2672,1,0
water,2672,2,0
1,2673,0,0
tablespoon,2673,1,0
sugar,2673,2,0
1,2674,0,0
cup,2674,1,0
cream,2674,2,0
4,2685,0,0
medium,2685,1,0
yellow,2685,2,0
squash ,2685,3,0
thinly,2685,4,0
sliced,2685,5,0
1,2686,0,0
cup,2686,1,0
green,2686,2,0
onion ,2686,3,0
chopped,2686,4,0
1,2687,0,0
cup,2687,1,0
green,2687,2,0
pepper ,2687,3,0
chopped,2687,4,0
1,2688,0,0
cup,2688,1,0
celery ,2688,2,0
chopped,2688,3,0
marinade2,2689,0,0
tablespoons,2689,1,0
wine,2689,2,0
vinegar,2689,3,0
3,2690,0,0
cup,2690,1,0
sugar,2690,2,0
1,2691,0,0
teaspoon,2691,1,0
salt,2691,2,0
1,2692,0,0
teaspoon,2692,1,0
pepper,2692,2,0
1,2693,0,0
cup,2693,1,0
oil,2693,2,0
2,2694,0,0
cup,2694,1,0
cider,2694,2,0
vinegar,2694,3,0
1,2695,0,0
garlic,2695,1,0
clove ,2695,2,0
crushed,2695,3,0
1,2702,0,0
cup,2702,1,0
jalapeno,2702,2,0
 slices ,2702,3,0
1,2703,0,0
28,2703,1,0
ounce ,2703,2,0
can,2703,3,0
whole,2703,4,0
tomatoes ,2703,5,0
peeled,2703,6,0
1,2704,0,0
8,2704,1,0
ounce ,2704,2,0
can,2704,3,0
tomato,2704,4,0
sauce,2704,5,0
1,2705,0,0
teaspoon,2705,1,0
garlic,2705,2,0
salt,2705,3,0
1,2706,0,0
teaspoon,2706,1,0
onion,2706,2,0
salt,2706,3,0
1,2707,0,0
teaspoon,2707,1,0
cumin,2707,2,0
powder,2707,3,0
or,2707,4,0
1,2707,5,0
teaspoon,2707,6,0
whole,2707,7,0
cumin,2707,8,0
seed,2707,9,0
1,2708,0,0
teaspoon,2708,1,0
chili,2708,2,0
powder,2708,3,0
1,2709,0,0
teaspoon,2709,1,0
msg,2709,2,0
 accent ,2709,3,0
1,2710,0,0
medium,2710,1,0
onion ,2710,2,0
finely,2710,3,0
chopped,2710,4,0
2,2711,0,0
tablespoons,2711,1,0
salad,2711,2,0
oil,2711,3,0
1,2712,0,0
7,2712,1,0
ounce ,2712,2,0
can,2712,3,0
old,2712,4,0
el,2712,5,0
paso,2712,6,0
green,2712,7,0
chilies ,2712,8,0
peeled ,2712,9,0
chopped,2712,10,0
 chopped!,2712,11,0
these,2712,12,0
are,2712,13,0
not,2712,14,0
not,2712,15,0
hot ,2712,16,0
2,2730,0,0
cups,2730,1,0
sweet,2730,2,0
potatoes ,2730,3,0
mashed,2730,4,0
2,2731,0,0
eggs ,2731,1,0
slightly,2731,2,0
beaten,2731,3,0
3,2732,0,0
cup,2732,1,0
sugar,2732,2,0
1,2733,0,0
teaspoon,2733,1,0
salt,2733,2,0
1,2734,0,0
teaspoon,2734,1,0
ginger,2734,2,0
1,2735,0,0
teaspoon,2735,1,0
nutmeg,2735,2,0
1,2736,0,0
teaspoon,2736,1,0
vanilla,2736,2,0
1,2737,0,0
2,2737,1,0
cups,2737,2,0
light,2737,3,0
cream,2737,4,0
or,2737,5,0
1,2737,6,0
2,2737,7,0
cups,2737,8,0
evaporated,2737,9,0
milk,2737,10,0
1,2738,0,0
cup,2738,1,0
butter ,2738,2,0
melted,2738,3,0
1,2739,0,0
unbaked,2739,1,0
9-inch,2739,2,0
pie,2739,3,0
shell,2739,4,0
3,2746,0,0
lb,2746,1,0
salad,2746,2,0
potatoes,2746,3,0
1,2747,0,0
cup,2747,1,0
mayonnaise,2747,2,0
3,2748,0,0
garlic,2748,1,0
cloves ,2748,2,0
mashed,2748,3,0
to,2748,4,0
a,2748,5,0
paste,2748,6,0
or,2748,7,0
put,2748,8,0
through,2748,9,0
a,2748,10,0
garlic,2748,11,0
press,2748,12,0
2,2749,0,0
tablespoons,2749,1,0
parsley ,2749,2,0
minced,2749,3,0
salt,2750,0,0
6,2756,0,0
large,2756,1,0
roma,2756,2,0
tomatoes ,2756,3,0
tops,2756,4,0
removed,2756,5,0
1,2757,0,0
garlic,2757,1,0
clove,2757,2,0
2,2758,0,0
tablespoons,2758,1,0
lime,2758,2,0
juice,2758,3,0
 one,2758,4,0
mexican,2758,5,0
lime ,2758,6,0
3,2759,0,0
tablespoons,2759,1,0
extra,2759,2,0
virgin,2759,3,0
olive,2759,4,0
oil,2759,5,0
2,2760,0,0
serrano,2760,1,0
peppers ,2760,2,0
minced,2760,3,0
1,2761,0,0
1,2761,1,0
tablespoons,2761,2,0
cilantro ,2761,3,0
minced,2761,4,0
3,2762,0,0
1,2762,1,0
tablespoons,2762,2,0
spearmint ,2762,3,0
minced,2762,4,0
1,2763,0,0
teaspoon,2763,1,0
lime,2763,2,0
zest,2763,3,0
1,2764,0,0
teaspoon,2764,1,0
orange,2764,2,0
zest,2764,3,0
1,2765,0,0
pinch,2765,1,0
salt,2765,2,0
1,2774,0,0
10,2774,1,0
ounce ,2774,2,0
package,2774,3,0
frozen,2774,4,0
raspberries ,2774,5,0
thawed,2774,6,0
and,2774,7,0
drained,2774,8,0
1,2775,0,0
cup,2775,1,0
granulated,2775,2,0
sugar,2775,3,0
1,2776,0,0
lemon ,2776,1,0
rind,2776,2,0
of ,2776,3,0
grated,2776,4,0
2,2777,0,0
cups,2777,1,0
water,2777,2,0
or,2777,3,0
1,2777,4,0
cup,2777,5,0
water,2777,6,0
&,2777,7,0
1,2777,8,0
cup,2777,9,0
port,2777,10,0
wine,2777,11,0
1,2778,0,0
cup,2778,1,0
quick-cooking,2778,2,0
tapioca,2778,3,0
vanilla,2779,0,0
sauce1,2779,1,0
tablespoon,2779,2,0
cornstarch,2779,3,0
2,2780,0,0
tablespoons,2780,1,0
water,2780,2,0
1,2781,0,0
1,2781,1,0
teaspoons,2781,2,0
vanilla,2781,3,0
flavoring,2781,4,0
1,2782,0,0
pinch,2782,1,0
salt,2782,2,0
2,2783,0,0
1,2783,1,0
cups,2783,2,0
milk,2783,3,0
1,2784,0,0
egg,2784,1,0
yolk ,2784,2,0
mixed,2784,3,0
with,2784,4,0
the,2784,5,0
water,2784,6,0
below,2784,7,0
2,2785,0,0
tablespoons,2785,1,0
water,2785,2,0
2,2798,0,0
eggs ,2798,1,0
slightly,2798,2,0
beaten,2798,3,0
1,2799,0,0
1,2799,1,0
cups,2799,2,0
flour ,2799,3,0
sifted,2799,4,0
1,2800,0,0
cup,2800,1,0
milk,2800,2,0
1,2801,0,0
teaspoon,2801,1,0
salt,2801,2,0
1,2802,0,0
teaspoon,2802,1,0
baking,2802,2,0
powder,2802,3,0
1,2810,0,0
lb,2810,1,0
beef ,2810,2,0
ground,2810,3,0
1,2811,0,0
lb,2811,1,0
veal ,2811,2,0
ground,2811,3,0
1,2812,0,0
lb,2812,1,0
pork ,2812,2,0
ground,2812,3,0
3,2813,0,0
cup,2813,1,0
breadcrumbs,2813,2,0
5,2814,0,0
garlic,2814,1,0
cloves ,2814,2,0
minced ,2814,3,0
divided,2814,4,0
2,2815,0,0
eggs,2815,1,0
1,2816,0,0
teaspoon,2816,1,0
nutmeg ,2816,2,0
ground,2816,3,0
2,2817,0,0
teaspoons,2817,1,0
salt,2817,2,0
3,2818,0,0
teaspoon,2818,1,0
pepper ,2818,2,0
freshly,2818,3,0
ground,2818,4,0
flour ,2819,0,0
for,2819,1,0
dusting,2819,2,0
3,2820,0,0
tablespoons,2820,1,0
olive,2820,2,0
oil,2820,3,0
1,2821,0,0
medium,2821,1,0
onion ,2821,2,0
coarsely,2821,3,0
chopped,2821,4,0
1,2822,0,0
green,2822,1,0
pepper ,2822,2,0
cut,2822,3,0
in,2822,4,0
4-Jan,2822,5,0
inch,2822,6,0
strips,2822,7,0
1,2823,0,0
small,2823,1,0
tomatoes ,2823,2,0
skinned,2823,3,0
and,2823,4,0
coarsely,2823,5,0
chopped,2823,6,0
1,2824,0,0
cup,2824,1,0
dry,2824,2,0
white,2824,3,0
wine,2824,4,0
3,2825,0,0
cup,2825,1,0
chicken,2825,2,0
broth,2825,3,0
salt,2826,0,0
pepper ,2827,0,0
freshly,2827,1,0
ground,2827,2,0
7,2837,0,0
large,2837,1,0
bananas,2837,2,0
 very,2837,3,0
ripe ,2837,4,0
4,2838,0,0
teaspoons,2838,1,0
fresh,2838,2,0
lemon,2838,3,0
juice,2838,4,0
1,2839,0,0
teaspoon,2839,1,0
salt,2839,2,0
1,2840,0,0
cup,2840,1,0
sugar,2840,2,0
1,2841,0,0
1,2841,1,0
cups,2841,2,0
fresh,2841,3,0
orange,2841,4,0
juice,2841,5,0
1,2842,0,0
cup,2842,1,0
confectioners',2842,2,0
sugar,2842,3,0
3,2843,0,0
cups,2843,1,0
heavy,2843,2,0
cream ,2843,3,0
lightly,2843,4,0
whipped,2843,5,0
4,2851,0,0
cups,2851,1,0
water,2851,2,0
3,2852,0,0
3,2852,1,0
cups,2852,2,0
sugar,2852,3,0
3,2853,0,0
cup,2853,1,0
instant,2853,2,0
coffee,2853,3,0
1,2854,0,0
quart,2854,1,0
vodka,2854,2,0
100,2854,3,0
proof ,2854,4,0
1,2855,0,0
cup,2855,1,0
pure,2855,2,0
vanilla,2855,3,0
extract,2855,4,0
apple ,2865,0,0
sliced,2865,1,0
1,2866,0,0
cup,2866,1,0
flour,2866,2,0
3,2867,0,0
teaspoon,2867,1,0
salt,2867,2,0
1,2868,0,0
cup,2868,1,0
sugar,2868,2,0
1,2869,0,0
egg ,2869,1,0
unbeaten,2869,2,0
1,2870,0,0
teaspoon,2870,1,0
baking,2870,2,0
powder,2870,3,0
1,2871,0,0
cup,2871,1,0
butter ,2871,2,0
melted,2871,3,0
1,2878,0,0
cup,2878,1,0
flour,2878,2,0
1,2879,0,0
cup,2879,1,0
brown,2879,2,0
sugar,2879,3,0
1,2880,0,0
cup,2880,1,0
oatmeal,2880,2,0
1,2881,0,0
teaspoon,2881,1,0
baking,2881,2,0
powder,2881,3,0
1,2882,0,0
teaspoon,2882,1,0
salt,2882,2,0
6,2883,0,0
tablespoons,2883,1,0
butter,2883,2,0
1,2884,0,0
cup,2884,1,0
walnuts,2884,2,0
6,2885,0,0
medium,2885,1,0
cooking,2885,2,0
apples,2885,3,0
3,2886,0,0
-6,2886,1,0
tablespoons,2886,2,0
sugar,2886,3,0
1,2887,0,0
teaspoon,2887,1,0
cinnamon,2887,2,0
2,2888,0,0
tablespoons,2888,1,0
lemon,2888,2,0
juice,2888,3,0
1,2903,0,0
medium,2903,1,0
acorn,2903,2,0
squash ,2903,3,0
1,2903,4,0
pound,2903,5,0
2,2904,0,0
ounces,2904,1,0
dried,2904,2,0
apricot,2904,3,0
halves ,2904,4,0
6,2904,5,0
